,Path,Train,Active,Train type subgroup,From,To,First station,Last station,Prev.station,Foll. station,OccTime from,OccTime to,Transfer,Platfrom_Sim,Arrival_Sim,Departure_Sim,StopType_Sim,Arrival lateness,Departure lateness,Length of overlap [m],OvLap Vmax [km/h],Number of runs,Seas.,Station Kürzel,Station,Station abbreviation 2,Station name 2,Attribute key of station,Line,Route,Platform,Overlap,TimeZone,Scheduled arrival [D HH:MM:SS],Activity at arrival,Scheduled departure [D HH:MM:SS],Activity at departure,Operational directives,Fix,Local DoO,Offered DoO,FeasArr [D HH:MM:SS],FeasDep [D HH:MM:SS],FeasDw [s],SchDw [s],MinDw [s],RTs,RTa,Length tr [km],Departure state,Handling time [s],ArrGrn,Dep(A),DepVL/(VL),Arr,Proceed request,Exit message,Stabling message,Reason for stop TOC,Reason for stop Traction unit provider,Reason for stop Carriage service,Booklet of changes,Standard train,BPmax,Example,Model timetable,Vmax model [km/h],BP model,Loading table,Loading category,Load from LT [t],Corridor,MRTech [s],StAll [s],MinRT [s],EngAll [s],PerfAll [s],PathAll [s],StndRT [s],RTAllow [s],SchedRT [s],FeasRT [s],TimRefN,StAll,Deviation StAll [s],Actual StAll,ConnArr,ConnWait,State of access plan,StopType,Track for passing through,Train route for passing through,Creat.,Created by,Created on,Last edit,Last edit by,Last edit on,RTAllow [%],DwAll [s],RTAll [s],TotAll [s],SimAll [s],Change of direction of travel,Train control system/entry,Train control system/leaving,Train formation,ID,Abbr.,Name,Description,Path colour,TrainClass,Train con.. sys.,PZB,KVBP,TL,Speed vehicle dynamic,Speed profile signalling system,Type of run,St. braking rate [m/s²],Max. braking rate [m/s²],Traction cut off time [s],Brake build-up time [s],Min stop time f. unsched. stop [s],Percentage of braking power,Parking brake percentage,BrSet,Rel. traction,Max TF [kN],restr. Tforce,Tr tot L [m],Tr tot M [t],Edit cars,# cars,TrU type,TrU type,Traction type per TrU,Pos. TrU,Loading category of traction unit,Vmax [km/h],Always Vmax,Vmax from lateness [s],<html>V<small>normal</small> below lateness [s]</html>,Trailer length [m],Trailer TareMass [t],Trailer LoadMass [t],Trailer TotMass [t],# stand,# stand TrU,# stand car,# seats,# seats TrU,# seats car,RollR,Max. acc.,Base  priority,Threshold 1. prio change [s],1. dynamic priority change,Threshold 2. prio change [2],2. dynamic priority change,Pushable,Noise exposure,without conductor,Override of emergency brake,Pressure strengthened,Int. brake percentage customer,Reversing train,Operational directives/profiles,Attribute key,Δ RequArr [min],Δ RequDep [min],RequArr,RequDep,RequDw,RequRT,RequPlf,RequRoute,Ordered dwell time [s],Vfeas [km/h],Vmax [km/h],Vstat [km/h],Applied work [kWh],Board,Alight,ChanBoard,ChanAlight,TotBoard,TotAlight,DiffPass,ArrPass,DepPass,Train category,Orderer,Orderer name,Operator,Operator name,Requester,Traction unit provider,Name of traction unit provider,Traction unit provider TrU,Quality level,Loading gauge excess class,Bimodal traffic code,Wagon transfer,Traction unit transfer,Waiting time connections,Comment,Pictograms,Buffer time [s],Selection,PrM: From stn.,PrM: From stn. abbr.,PrM: To stn.,PrM: To station abbr.,PrM: Start stn.,PrM: Start stn. abbr.,PrM: Dest. stn.,PrM: Dest. stn. abbr.,PrM: DoO,PrM: Arr.,PrM: Prnt.Arr.,PrM: Dep,PrM: Prnt.Dep.,Local SchedArr,Local SchedDep,Routing station,Look-ahead Routing stations,Look-ahead range Time [min],Alternative tracks,Bidi routing threshold [%],Ignore overlap conflicts for bidi routing,Minimum lateness Overtaking [s],Minimum lateness Dwell routing [s],Minimum lateness Replatforming [s],Minimum lateness Change of station route [s],Minimum lateness for  alternative line routing [min],Intervention range Overtaking [min],Intervention range Bidi routing [min],Intervention range Replatforming [min],Intervention range Change of station route [min],Intervention range  Routing closure/station [min],Intervention range Alternative line routing [min],Rout. merging  at junction,Overtaking routing,Dwell  Routing,RePlat- forming,Entry  routing,Bidi routing,Coupling Routing,AlternativeRoute Routing,Rerouting closure/station,Alternative line routing,Ignore conflicts w. follow. trains,Ignore conflicts  dur. arr/dep,3 to 4 trains routing trial,Alternative line,Baseline,Preoccupation ETCS from,Calculation of acceleration a1,Calculation of acceleration a2,User-defined value A1 [m/s²],User-defined value A2 [m/s²],Braking with train resistances,Braking with real gradients,Activate change request 1186,dV_ebi_min [km/h],dV_ebi_max [km/h],V_ebi_min [km/h],V_ebi_max [km/h],dV_sbi_min [km/h],dV_sbi_max [km/h],V_sbi_min [km/h],V_sbi_max [km/h],dV_warning_min [km/h],dV_warning_max [km/h],V_warning_min [km/h],V_warning_max [km/h],T_warning [s],T_preindication (Baseline 3.6.0 = 0 s) [s],M_rotating_min [%],M_rotating_max [%],V_comp [km/h],acc. to ERA Subset 41,T_driver [s],P2,C2,P3,C3,Loading gauge exceedance,Rola Höhe,Rola Breite,EC number,EC information,Profile numbers,Remark on CTL,Change class CTL,Local train number,Train path number,Reference path,Production form,Combined traffic load,Profiles,EC,External references,Remark CTL
NOJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR-7,IR Express NorthboundIR-7,1,,FRA,NND,0,0,GBJ North,NND, 2:21:59, 2:36:15,,,,,,,,,,,,NOJ,Parkes North West Junction,,,,P2N,[GBJ]-[P2N/1]-[1-5]-[NANd]-[P2N/MBIR] (1),Gd-5,,NSW/VIC, 2:30:46,, 2:33:46,,,0,Daily,, 2:30:46, 2:33:46,180,180,180, 0:00:00, 0:56:11,31.694,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,357,0,357,0,0,0,357,0,357,357,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC-DK,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NND,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR-7,IR Express NorthboundIR-7,1,,FRA,NND,0,1,NOJ,, 2:33:36, 2:39:43,,,,,,,,,,,,NND,Nanardine,,,,P2N,[PARKESJN]-[MBIR/MBIR]-[1]-[OKH]-[MBIR/MBIR] (1),SM-1,,NSW/VIC,2:39:43,, 2:39:43,,,0,Daily,,2:39:43, 2:39:43,,,,, 1:05:08,38.754,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,,,,,,0,ATC-DK,,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,1,0,,PSH, 5:58:39, 6:01:45,,,,,,,,,,,,FRA,Mountain Industries Sdg,,,,S2P,[FRB]-[26306/1]-[1]-[PKE]-[26306/1] (1),D-1,,NSW/VIC,6:00:30,, 6:00:30,,,0,Daily,,6:00:30, 6:00:30,,,, 0:19:11,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,1151,0,1151,0,0,0,1151,0,1151,1151,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSH,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,FRA,SG TOW, 5:58:49, 6:27:20,,,,,,,,,,,,PSH,Parkes South,,,,S2P,[FRA]-[26306/1]-[1]-[PKE]-[26306/1] (1),T-1,,NSW/VIC,6:18:15,, 6:18:15,,,0,Daily,,6:18:15, 6:18:15,,,,, 0:17:45,26.043,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG TOW,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,PSH,PKE, 5:58:49, 6:27:20,,,,,,,,,,,,SG TOW,South Goobang TOW,,,,S2P,[PSH]-[S2P/1]-[1]-[PKE]-[S2P/1] (1),BNE-1,,, 6:19:41,, 6:22:41,,,0,Daily,, 6:19:41, 6:22:41,180,180,180, 0:06:01, 0:19:11,26.834,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,139,0,139,0,0,0,139,0,139,139,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKE,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,SG TOW,GBJ, 6:22:56, 6:48:21,,,,,,,,232,1000,,,PKE,Parkes M Frame,,,,-24101,[FRA]-[26306/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,6:25:00,, 6:25:00,,,0,Daily,,6:25:00, 6:25:00,,,,, 0:24:30,27.604,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,222,0,222,0,0,0,222,0,222,222,1,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,PKE,GBJ North, 6:24:57, 6:51:41,,,,,,,,,,,,GBJ,Goobang Jct,,,,(S2P),GBJ Mainline NB,FRAME Q-2,,NSW/VIC, 6:28:42,, 6:39:42,,,0,Daily,, 6:28:42, 6:39:42,660,660,660, 0:03:14, 0:28:12,28.973,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,194,0,194,0,0,0,194,0,194,194,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ North,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,GBJ,NOJ, 6:24:57, 6:52:40,,,,,,,,,,,,GBJ North,Goobang Jct North,,,,(P2N),[GBJ]-[S2P/2]-[1-3-4]-[NOJ]-[P2N/1] (2),FRAME R-1,,, 6:42:56,, 6:47:56,,,0,Daily,, 6:42:56, 6:47:56,300,300,300, 0:08:45, 0:42:26,29.313,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,525,0,525,0,0,0,525,0,525,525,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,0,GBJ North,NND, 6:47:54, 7:02:10,,,,,,,,,,,,NOJ,Parkes North West Junction,,,,P2N,[GBJ]-[P2N/1]-[1-5]-[NANd]-[P2N/MBIR] (1),Gd-5,,NSW/VIC, 6:56:41,, 6:59:41,,,0,Daily,, 6:56:41, 6:59:41,180,180,180, 0:00:00, 0:56:11,31.694,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,357,0,357,0,0,0,357,0,357,357,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,0,,0,,0,0,ATC-DK,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NND,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-1,IR Express NorthboundIR1-1,1,,FRA,NND,0,1,NOJ,, 6:59:31, 7:05:38,,,,,,,,,,,,NND,Nanardine,,,,P2N,[PARKESJN]-[MBIR/MBIR]-[1]-[OKH]-[MBIR/MBIR] (1),SM-1,,NSW/VIC,7:05:38,, 7:05:38,,,0,Daily,,7:05:38, 7:05:38,,,,, 1:05:08,38.754,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0%,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,Matthew.Bentham,Matthew.Bentham,9/12/2024 10:19,,,,,,0,ATC-DK,,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,1,0,,PSH,13:32:44,13:35:50,,,,,,,,,,,,FRA,Mountain Industries Sdg,,,,S2P,[FRB]-[26306/1]-[1]-[PKE]-[26306/1] (1),D-1,,NSW/VIC,13:34:35,,13:34:35,,,0,Daily,,13:34:35,13:34:35,,,, 0:19:11,,,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,1151,0,1151,0,0,0,1151,0,1151,1151,0,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSH,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,0,0,FRA,SG TOW,13:32:54,14:01:25,,,,,,,,,,,,PSH,Parkes South,,,,S2P,[FRA]-[26306/1]-[1]-[PKE]-[26306/1] (1),T-1,,NSW/VIC,13:52:20,,13:52:20,,,0,Daily,,13:52:20,13:52:20,,,,, 0:17:45,26.043,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,,,,,,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SG TOW,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,0,0,PSH,PKE,13:32:54,14:01:25,,,,,,,,,,,,SG TOW,South Goobang TOW,,,,S2P,[PSH]-[S2P/1]-[1]-[PKE]-[S2P/1] (1),BNE-1,,,13:53:46,,13:56:46,,,0,Daily,,13:53:46,13:56:46,180,180,180, 0:06:01, 0:19:11,26.834,,0,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,139,0,139,0,0,0,139,0,139,139,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKE,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,0,0,SG TOW,GBJ,13:57:01,14:22:26,,,,,,,,232,1000,,,PKE,Parkes M Frame,,,,-24101,[FRA]-[26306/1]-[1]-[GBJ]-[24101/1] (1),D-1,Overlap without name,NSW/VIC,13:59:05,,13:59:05,,,0,Daily,,13:59:05,13:59:05,,,,, 0:24:30,27.604,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,222,0,222,0,0,0,222,0,222,222,1,0%,0,0,,,Operates,No stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC,ATC,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,0,0,PKE,GBJ North,13:59:02,14:25:46,,,,,,,,,,,,GBJ,Goobang Jct,,,,(S2P),GBJ Mainline NB,FRAME Q-2,,NSW/VIC,14:02:47,,14:13:47,,,0,Daily,,14:02:47,14:13:47,660,660,660, 0:03:14, 0:28:12,28.973,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,194,0,194,0,0,0,194,0,194,194,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBJ North,/Inland Rail Trains/Goobang Jnc/Max path _ MB/Northbound/NorthboundIR1-7,IR Express NorthboundIR1-7,1,,FRA,NND,0,0,GBJ,NOJ,13:59:02,14:26:45,,,,,,,,,,,,GBJ North,Goobang Jct North,,,,(P2N),[GBJ]-[S2P/2]-[1-3-4]-[NOJ]-[P2N/1] (2),FRAME R-1,,,14:17:01,,14:22:01,,,0,Daily,,14:17:01,14:22:01,300,300,300, 0:08:45, 0:42:26,29.313,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,525,0,525,0,0,0,525,0,525,525,1,0%,0,0,,,Operates,Scheduled stop,,,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,Matthew.Bentham,Matthew.Bentham,9/12/2024 15:02,0,,0,,0,0,ATC,ATC-DK,IR 001/IR Express,IR 001,IR Express,IR Inland Rail Express,,,FrTr,M/P; Multiple aspect; ATC; ATC-DK,Automatically,1,0,Standard,,Train run,M/P (Constant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
